condition,inputs,target,context distance,results,coded response,ce loss
MATCH_WITH_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([ 9.62265792e-01,  2.34688542e-08, -4.23954810e-08,  1.93621533e-07,
       -1.01554823e-06,  2.45769810e-06, -2.12846167e-05,  4.88138786e-05,
       -6.82954416e-05,  2.93794295e-04, -4.43647540e-04,  4.54243375e-04,
       -5.46378492e-03,  2.98626260e-03, -5.31870091e-03,  7.82012811e-03,
       -6.28799558e-03,  5.70486568e-02, -5.73276260e-02,  1.62271955e-01,
       -1.04114961e-01,  3.91814099e-01, -5.39736490e-01,  7.15041863e-01,
       -4.28511925e-08]), array([ 7.80340365e-01,  4.84988553e-04, -1.56482472e-03,  5.73575799e-03,
       -1.12147164e-02,  1.32117679e-02, -3.27275292e-02,  3.57070507e-02,
       -2.89498219e-02,  7.25935696e-02, -5.97128840e-02,  3.44364229e-02,
       -1.99544389e-01,  2.24187041e-02, -7.27683705e-02,  9.17114347e-02,
       -2.76880377e-02,  3.63477684e-01, -1.76365931e-01,  4.08086468e-01,
       -7.61834941e-02,  5.13755125e-01, -4.27624794e-01,  3.86361957e-01,
       -4.78255725e-03]))","[1, 0]",0.10995552501560213,"[array([21.00725912,  6.07044993])]","('match', 'MATCH_WITH_FOIL')",0.0000
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([ 9.62265792e-01,  2.34688542e-08, -4.23954810e-08,  1.93621533e-07,
       -1.01554823e-06,  2.45769810e-06, -2.12846167e-05,  4.88138786e-05,
       -6.82954416e-05,  2.93794295e-04, -4.43647540e-04,  4.54243375e-04,
       -5.46378492e-03,  2.98626260e-03, -5.31870091e-03,  7.82012811e-03,
       -6.28799558e-03,  5.70486568e-02, -5.73276260e-02,  1.62271955e-01,
       -1.04114961e-01,  3.91814099e-01, -5.39736490e-01,  7.15041863e-01,
       -4.28511925e-08]), array([ 8.38873243e-01,  1.50285060e-04, -3.31285846e-04,  1.14580187e-03,
       -2.59151882e-03,  3.51079180e-03, -1.01420308e-02,  1.28443011e-02,
       -1.18264968e-02,  3.11409341e-02, -2.94166499e-02,  2.01256795e-02,
       -1.13146674e-01,  2.47902580e-02, -5.41880355e-02,  6.84214436e-02,
       -3.21879718e-02,  2.72449921e-01, -1.61880343e-01,  3.66727820e-01,
       -1.14035733e-01,  5.16385836e-01, -4.83336362e-01,  4.76512833e-01,
       -7.37355696e-04]))","[0, 1]",0.05648748309711504,"[array([12.05781435, 15.14208441])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0447
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([ 9.62265792e-01,  2.34688542e-08, -4.23954810e-08,  1.93621533e-07,
       -1.01554823e-06,  2.45769810e-06, -2.12846167e-05,  4.88138786e-05,
       -6.82954416e-05,  2.93794295e-04, -4.43647540e-04,  4.54243375e-04,
       -5.46378492e-03,  2.98626260e-03, -5.31870091e-03,  7.82012811e-03,
       -6.28799558e-03,  5.70486568e-02, -5.73276260e-02,  1.62271955e-01,
       -1.04114961e-01,  3.91814099e-01, -5.39736490e-01,  7.15041863e-01,
       -4.28511925e-08]), array([ 7.80340365e-01,  4.84988553e-04, -1.56482472e-03,  5.73575799e-03,
       -1.12147164e-02,  1.32117679e-02, -3.27275292e-02,  3.57070507e-02,
       -2.89498219e-02,  7.25935696e-02, -5.97128840e-02,  3.44364229e-02,
       -1.99544389e-01,  2.24187041e-02, -7.27683705e-02,  9.17114347e-02,
       -2.76880377e-02,  3.63477684e-01, -1.76365931e-01,  4.08086468e-01,
       -7.61834941e-02,  5.13755125e-01, -4.27624794e-01,  3.86361957e-01,
       -4.78255725e-03]))","[0, 1]",0.10995552501560213,"[array([12.27494194, 15.29924584])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0474
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([ 9.74924773e-01,  4.54138558e-16, -1.45002057e-15, -8.62073479e-15,
       -2.81513017e-14, -2.90571089e-13, -7.41230617e-13, -9.24565972e-12,
        5.64726034e-11,  2.64334110e-10, -2.58444210e-09,  6.68715827e-09,
        1.84050487e-08, -3.05446206e-08,  9.46204380e-08, -3.16160433e-07,
        5.24085761e-07,  2.18686574e-06, -7.46578873e-06, -2.39722897e-04,
        3.90647151e-04,  5.07782843e-02, -2.65886814e-01,  9.62665860e-01,
       -2.90918145e-16]), array([ 9.97144706e-01, -6.65530549e-15,  1.34022344e-14, -1.37459322e-13,
       -8.50812959e-11,  4.22141516e-10,  5.70467001e-09, -2.63184268e-08,
        5.39708804e-08, -6.93283994e-07,  1.62656991e-06, -2.23021005e-06,
       -3.96446532e-05,  3.32565381e-05, -6.58163447e-05,  1.19787220e-04,
       -1.24651909e-04,  8.14952158e-03, -1.20297085e-02,  5.30305957e-02,
       -4.82416305e-02,  2.44257003e-01, -4.79514577e-01,  8.39674712e-01,
        7.88444312e-15]))","[1, 0]",0.026330566653293475,"[array([19.66963927,  5.08662263])]","('match', 'MATCH_NO_FOIL')",0.0000
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([ 9.74924773e-01,  4.54138558e-16, -1.45002057e-15, -8.62073479e-15,
       -2.81513017e-14, -2.90571089e-13, -7.41230617e-13, -9.24565972e-12,
        5.64726034e-11,  2.64334110e-10, -2.58444210e-09,  6.68715827e-09,
        1.84050487e-08, -3.05446206e-08,  9.46204380e-08, -3.16160433e-07,
        5.24085761e-07,  2.18686574e-06, -7.46578873e-06, -2.39722897e-04,
        3.90647151e-04,  5.07782843e-02, -2.65886814e-01,  9.62665860e-01,
       -2.90918145e-16]), array([ 9.99702003e-01, -3.77358482e-15,  8.45511432e-15, -4.43742594e-13,
       -4.35240253e-12,  4.40997853e-11,  2.50142888e-10, -2.21790597e-09,
        5.87965180e-09,  4.75870074e-07, -1.51554491e-06,  2.47486165e-06,
        1.69606198e-05, -1.76082472e-05,  3.86707299e-05, -8.19069840e-05,
        9.78334643e-05,  1.77041515e-03, -3.28479578e-03,  2.20894177e-02,
       -2.40170860e-02,  1.69885016e-01, -4.22489353e-01,  8.89698332e-01,
        3.65717876e-15]))","[1, 0]",0.011508599873062852,"[array([19.56174136,  5.04013141])]","('match', 'MATCH_WITH_FOIL')",0.0000
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([ 9.74924773e-01,  4.54138558e-16, -1.45002057e-15, -8.62073479e-15,
       -2.81513017e-14, -2.90571089e-13, -7.41230617e-13, -9.24565972e-12,
        5.64726034e-11,  2.64334110e-10, -2.58444210e-09,  6.68715827e-09,
        1.84050487e-08, -3.05446206e-08,  9.46204380e-08, -3.16160433e-07,
        5.24085761e-07,  2.18686574e-06, -7.46578873e-06, -2.39722897e-04,
        3.90647151e-04,  5.07782843e-02, -2.65886814e-01,  9.62665860e-01,
       -2.90918145e-16]), array([ 9.97144706e-01, -6.65530549e-15,  1.34022344e-14, -1.37459322e-13,
       -8.50812959e-11,  4.22141516e-10,  5.70467001e-09, -2.63184268e-08,
        5.39708804e-08, -6.93283994e-07,  1.62656991e-06, -2.23021005e-06,
       -3.96446532e-05,  3.32565381e-05, -6.58163447e-05,  1.19787220e-04,
       -1.24651909e-04,  8.14952158e-03, -1.20297085e-02,  5.30305957e-02,
       -4.82416305e-02,  2.44257003e-01, -4.79514577e-01,  8.39674712e-01,
        7.88444312e-15]))","[0, 1]",0.026330566653293475,"[array([14.47952215,  8.02929964])]","('match', 'NO_MATCH_NO_FOIL')",6.4518
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([ 9.74924773e-01,  4.54138558e-16, -1.45002057e-15, -8.62073479e-15,
       -2.81513017e-14, -2.90571089e-13, -7.41230617e-13, -9.24565972e-12,
        5.64726034e-11,  2.64334110e-10, -2.58444210e-09,  6.68715827e-09,
        1.84050487e-08, -3.05446206e-08,  9.46204380e-08, -3.16160433e-07,
        5.24085761e-07,  2.18686574e-06, -7.46578873e-06, -2.39722897e-04,
        3.90647151e-04,  5.07782843e-02, -2.65886814e-01,  9.62665860e-01,
       -2.90918145e-16]), array([ 9.99702003e-01, -3.77358482e-15,  8.45511432e-15, -4.43742594e-13,
       -4.35240253e-12,  4.40997853e-11,  2.50142888e-10, -2.21790597e-09,
        5.87965180e-09,  4.75870074e-07, -1.51554491e-06,  2.47486165e-06,
        1.69606198e-05, -1.76082472e-05,  3.86707299e-05, -8.19069840e-05,
        9.78334643e-05,  1.77041515e-03, -3.28479578e-03,  2.20894177e-02,
       -2.40170860e-02,  1.69885016e-01, -4.22489353e-01,  8.89698332e-01,
        3.65717876e-15]))","[0, 1]",0.011508599873062852,"[array([14.34744741,  8.00215347])]","('match', 'NO_MATCH_WITH_FOIL')",6.3470
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([ 7.48888169e-01, -1.86366962e-12, -1.28920508e-11, -1.61893045e-11,
       -2.01157535e-11, -4.21727273e-11, -4.26758644e-11, -1.00351307e-10,
       -3.43622511e-10, -4.20881656e-10, -1.33214192e-09, -1.10973448e-08,
       -9.40898306e-09,  1.97034883e-07,  1.47698454e-06,  7.75985976e-06,
       -1.21963054e-04, -1.24430377e-04, -8.41211222e-04, -1.45773906e-03,
        3.33874003e-02,  5.99019995e-02,  2.13207478e-01,  9.74595680e-01,
        1.30172244e-13]), array([ 9.11280369e-01, -2.19327617e-16,  1.49471316e-15,  3.81522868e-15,
        7.48393206e-15,  2.74841369e-14,  4.43754684e-14,  1.79890546e-13,
        5.04769839e-12,  1.15202906e-11,  1.30998142e-10, -7.63761081e-10,
       -1.20466508e-09,  3.64904614e-09, -2.32524697e-08,  2.12961871e-07,
       -5.61230133e-07, -1.16403497e-06,  1.36660336e-05,  5.79689573e-05,
       -1.62877659e-04, -8.17581642e-04, -7.40397961e-02,  9.97254937e-01,
        8.50019971e-17]))","[1, 0]",0.0306099660504231,"[array([17.16801292,  5.52299308])]","('match', 'MATCH_NO_FOIL')",0.0000
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([ 7.48888169e-01, -1.86366962e-12, -1.28920508e-11, -1.61893045e-11,
       -2.01157535e-11, -4.21727273e-11, -4.26758644e-11, -1.00351307e-10,
       -3.43622511e-10, -4.20881656e-10, -1.33214192e-09, -1.10973448e-08,
       -9.40898306e-09,  1.97034883e-07,  1.47698454e-06,  7.75985976e-06,
       -1.21963054e-04, -1.24430377e-04, -8.41211222e-04, -1.45773906e-03,
        3.33874003e-02,  5.99019995e-02,  2.13207478e-01,  9.74595680e-01,
        1.30172244e-13]), array([ 8.65617714e-01, -6.18182862e-18,  1.14227376e-16,  2.21066078e-16,
        3.62571823e-16,  1.03697576e-15,  1.40623695e-15,  4.43408342e-15,
        3.46834366e-14,  6.21236173e-14,  3.59665099e-13, -5.18268538e-12,
       -6.53541873e-12,  2.96968110e-11, -4.59598507e-10,  4.48172911e-08,
       -1.65351411e-07, -2.63533726e-07, -7.07871300e-05, -2.04962715e-04,
        8.46975411e-04,  2.73853805e-03,  2.57246433e-02,  9.99664933e-01,
        1.70910131e-18]))","[1, 0]",0.01463450211648265,"[array([17.2053886 ,  5.50851155])]","('match', 'MATCH_WITH_FOIL')",0.0000
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([ 7.48888169e-01, -1.86366962e-12, -1.28920508e-11, -1.61893045e-11,
       -2.01157535e-11, -4.21727273e-11, -4.26758644e-11, -1.00351307e-10,
       -3.43622511e-10, -4.20881656e-10, -1.33214192e-09, -1.10973448e-08,
       -9.40898306e-09,  1.97034883e-07,  1.47698454e-06,  7.75985976e-06,
       -1.21963054e-04, -1.24430377e-04, -8.41211222e-04, -1.45773906e-03,
        3.33874003e-02,  5.99019995e-02,  2.13207478e-01,  9.74595680e-01,
        1.30172244e-13]), array([ 9.11280369e-01, -2.19327617e-16,  1.49471316e-15,  3.81522868e-15,
        7.48393206e-15,  2.74841369e-14,  4.43754684e-14,  1.79890546e-13,
        5.04769839e-12,  1.15202906e-11,  1.30998142e-10, -7.63761081e-10,
       -1.20466508e-09,  3.64904614e-09, -2.32524697e-08,  2.12961871e-07,
       -5.61230133e-07, -1.16403497e-06,  1.36660336e-05,  5.79689573e-05,
       -1.62877659e-04, -8.17581642e-04, -7.40397961e-02,  9.97254937e-01,
        8.50019971e-17]))","[0, 1]",0.0306099660504231,"[array([11.27656902, 10.20203669])]","('match', 'NO_MATCH_NO_FOIL')",1.3683
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([ 7.48888169e-01, -1.86366962e-12, -1.28920508e-11, -1.61893045e-11,
       -2.01157535e-11, -4.21727273e-11, -4.26758644e-11, -1.00351307e-10,
       -3.43622511e-10, -4.20881656e-10, -1.33214192e-09, -1.10973448e-08,
       -9.40898306e-09,  1.97034883e-07,  1.47698454e-06,  7.75985976e-06,
       -1.21963054e-04, -1.24430377e-04, -8.41211222e-04, -1.45773906e-03,
        3.33874003e-02,  5.99019995e-02,  2.13207478e-01,  9.74595680e-01,
        1.30172244e-13]), array([ 8.65617714e-01, -6.18182862e-18,  1.14227376e-16,  2.21066078e-16,
        3.62571823e-16,  1.03697576e-15,  1.40623695e-15,  4.43408342e-15,
        3.46834366e-14,  6.21236173e-14,  3.59665099e-13, -5.18268538e-12,
       -6.53541873e-12,  2.96968110e-11, -4.59598507e-10,  4.48172911e-08,
       -1.65351411e-07, -2.63533726e-07, -7.07871300e-05, -2.04962715e-04,
        8.46975411e-04,  2.73853805e-03,  2.57246433e-02,  9.99664933e-01,
        1.70910131e-18]))","[0, 1]",0.01463450211648265,"[array([11.34272632, 10.13031584])]","('match', 'NO_MATCH_WITH_FOIL')",1.4728
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([3.39497622e-01, 7.27712393e-04, 1.06667974e-03, 5.53286022e-04,
       3.98337069e-04, 7.60278468e-04, 3.32566140e-04, 9.02055982e-04,
       1.74490785e-03, 9.73679634e-04, 2.22697619e-03, 4.89385337e-03,
       1.22157069e-03, 1.36118295e-02, 2.03727879e-02, 3.06327464e-02,
       8.53864183e-02, 2.85492358e-02, 1.15778357e-01, 9.07200037e-02,
       3.66946381e-01, 2.56418452e-01, 4.57069303e-01, 7.47910488e-01,
       3.33978500e-04]), array([6.02302816e-01, 5.61364872e-08, 1.58082911e-07, 1.39500073e-07,
       1.39668921e-07, 2.51136738e-07, 1.95022681e-07, 4.09744851e-07,
       9.73564265e-07, 8.75044200e-07, 2.11196180e-06, 7.46439921e-06,
       4.30039121e-06, 7.09661459e-05, 2.06826063e-04, 5.32823562e-04,
       4.23121461e-03, 2.88623782e-03, 1.20413770e-02, 1.45613903e-02,
       1.30149988e-01, 1.53426738e-01, 3.60296337e-01, 9.10672373e-01,
       7.35432071e-09]))","[1, 0]",0.07484937902020461,"[array([19.59692311,  8.95150236])]","('match', 'MATCH_NO_FOIL')",0.0000
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([3.39497622e-01, 7.27712393e-04, 1.06667974e-03, 5.53286022e-04,
       3.98337069e-04, 7.60278468e-04, 3.32566140e-04, 9.02055982e-04,
       1.74490785e-03, 9.73679634e-04, 2.22697619e-03, 4.89385337e-03,
       1.22157069e-03, 1.36118295e-02, 2.03727879e-02, 3.06327464e-02,
       8.53864183e-02, 2.85492358e-02, 1.15778357e-01, 9.07200037e-02,
       3.66946381e-01, 2.56418452e-01, 4.57069303e-01, 7.47910488e-01,
       3.33978500e-04]), array([6.78987602e-01, 3.66590360e-11, 1.47372474e-10, 1.54264273e-10,
       1.71210084e-10, 3.26932680e-10, 2.89862871e-10, 6.31347762e-10,
       1.74605035e-09, 1.82292341e-09, 4.90560438e-09, 2.38863807e-08,
       1.67491388e-08, 1.14510485e-06, 4.82738870e-06, 1.66429401e-05,
       4.91725764e-04, 4.09715526e-04, 2.03776709e-03, 2.91396929e-03,
       7.31315777e-02, 1.04980233e-01, 2.93451524e-01, 9.47366915e-01,
       1.10986056e-12]))","[1, 0]",0.11671910459577839,"[array([19.39310251,  8.67283946])]","('match', 'MATCH_WITH_FOIL')",0.0000
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([3.39497622e-01, 7.27712393e-04, 1.06667974e-03, 5.53286022e-04,
       3.98337069e-04, 7.60278468e-04, 3.32566140e-04, 9.02055982e-04,
       1.74490785e-03, 9.73679634e-04, 2.22697619e-03, 4.89385337e-03,
       1.22157069e-03, 1.36118295e-02, 2.03727879e-02, 3.06327464e-02,
       8.53864183e-02, 2.85492358e-02, 1.15778357e-01, 9.07200037e-02,
       3.66946381e-01, 2.56418452e-01, 4.57069303e-01, 7.47910488e-01,
       3.33978500e-04]), array([6.02302816e-01, 5.61364872e-08, 1.58082911e-07, 1.39500073e-07,
       1.39668921e-07, 2.51136738e-07, 1.95022681e-07, 4.09744851e-07,
       9.73564265e-07, 8.75044200e-07, 2.11196180e-06, 7.46439921e-06,
       4.30039121e-06, 7.09661459e-05, 2.06826063e-04, 5.32823562e-04,
       4.23121461e-03, 2.88623782e-03, 1.20413770e-02, 1.45613903e-02,
       1.30149988e-01, 1.53426738e-01, 3.60296337e-01, 9.10672373e-01,
       7.35432071e-09]))","[0, 1]",0.07484937902020461,"[array([ 7.04569747, 22.62996546])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0000
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([3.39497622e-01, 7.27712393e-04, 1.06667974e-03, 5.53286022e-04,
       3.98337069e-04, 7.60278468e-04, 3.32566140e-04, 9.02055982e-04,
       1.74490785e-03, 9.73679634e-04, 2.22697619e-03, 4.89385337e-03,
       1.22157069e-03, 1.36118295e-02, 2.03727879e-02, 3.06327464e-02,
       8.53864183e-02, 2.85492358e-02, 1.15778357e-01, 9.07200037e-02,
       3.66946381e-01, 2.56418452e-01, 4.57069303e-01, 7.47910488e-01,
       3.33978500e-04]), array([6.78987602e-01, 3.66590360e-11, 1.47372474e-10, 1.54264273e-10,
       1.71210084e-10, 3.26932680e-10, 2.89862871e-10, 6.31347762e-10,
       1.74605035e-09, 1.82292341e-09, 4.90560438e-09, 2.38863807e-08,
       1.67491388e-08, 1.14510485e-06, 4.82738870e-06, 1.66429401e-05,
       4.91725764e-04, 4.09715526e-04, 2.03776709e-03, 2.91396929e-03,
       7.31315777e-02, 1.04980233e-01, 2.93451524e-01, 9.47366915e-01,
       1.10986056e-12]))","[0, 1]",0.11671910459577839,"[array([ 6.83189526, 22.36330027])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0000
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-0.15301378,  0.14984509,  0.11404926, -0.02952352, -0.06510854,
       -0.00863142, -0.08949264, -0.00452509,  0.07104265, -0.04399466,
        0.05482393,  0.14873561, -0.10803045,  0.27416378,  0.21351231,
        0.2017764 ,  0.40014932, -0.14061362,  0.26421664,  0.0282287 ,
        0.52855642,  0.05614905,  0.24149322,  0.33811072,  0.20103491]), array([ 1.45860527e-01,  1.72290821e-02,  1.89662331e-02,  5.58439657e-03,
        2.01472743e-03,  8.05771825e-03, -1.37553771e-04,  8.85561103e-03,
        1.86203279e-02,  5.81634666e-03,  1.90637569e-02,  3.81657015e-02,
       -5.01094652e-05,  7.81754438e-02,  8.76938963e-02,  1.05653945e-01,
        2.27601952e-01,  2.67632869e-02,  2.23349666e-01,  1.27107211e-01,
        5.04528221e-01,  2.39715045e-01,  4.24167185e-01,  6.01125452e-01,
        1.25689976e-02]))","[1, 0]",0.22770310934277926,"[array([22.97786915,  9.41598314])]","('match', 'MATCH_NO_FOIL')",0.0000
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([-0.15301378,  0.14984509,  0.11404926, -0.02952352, -0.06510854,
       -0.00863142, -0.08949264, -0.00452509,  0.07104265, -0.04399466,
        0.05482393,  0.14873561, -0.10803045,  0.27416378,  0.21351231,
        0.2017764 ,  0.40014932, -0.14061362,  0.26421664,  0.0282287 ,
        0.52855642,  0.05614905,  0.24149322,  0.33811072,  0.20103491]), array([-0.05359157,  0.0981525 ,  0.08463194, -0.00113997, -0.02214679,
        0.01184798, -0.03530251,  0.01478026,  0.06046028, -0.00783552,
        0.05214629,  0.11545698, -0.04562037,  0.21080775,  0.18549118,
        0.18900921,  0.36960235, -0.05840792,  0.27885275,  0.08629166,
        0.55076616,  0.1360903 ,  0.31756519,  0.43037544,  0.10738051]))","[1, 0]",0.035693070083890555,"[array([23.11235019,  9.45830046])]","('match', 'MATCH_WITH_FOIL')",0.0000
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-0.15301378,  0.14984509,  0.11404926, -0.02952352, -0.06510854,
       -0.00863142, -0.08949264, -0.00452509,  0.07104265, -0.04399466,
        0.05482393,  0.14873561, -0.10803045,  0.27416378,  0.21351231,
        0.2017764 ,  0.40014932, -0.14061362,  0.26421664,  0.0282287 ,
        0.52855642,  0.05614905,  0.24149322,  0.33811072,  0.20103491]), array([ 1.45860527e-01,  1.72290821e-02,  1.89662331e-02,  5.58439657e-03,
        2.01472743e-03,  8.05771825e-03, -1.37553771e-04,  8.85561103e-03,
        1.86203279e-02,  5.81634666e-03,  1.90637569e-02,  3.81657015e-02,
       -5.01094652e-05,  7.81754438e-02,  8.76938963e-02,  1.05653945e-01,
        2.27601952e-01,  2.67632869e-02,  2.23349666e-01,  1.27107211e-01,
        5.04528221e-01,  2.39715045e-01,  4.24167185e-01,  6.01125452e-01,
        1.25689976e-02]))","[0, 1]",0.22770310934277926,"[array([22.18100678, 11.59152663])]","('match', 'NO_MATCH_NO_FOIL')",10.5895
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([1., 0., 0., 0., 0., 0., 0., 0.]), array([-0.15301378,  0.14984509,  0.11404926, -0.02952352, -0.06510854,
       -0.00863142, -0.08949264, -0.00452509,  0.07104265, -0.04399466,
        0.05482393,  0.14873561, -0.10803045,  0.27416378,  0.21351231,
        0.2017764 ,  0.40014932, -0.14061362,  0.26421664,  0.0282287 ,
        0.52855642,  0.05614905,  0.24149322,  0.33811072,  0.20103491]), array([-0.05359157,  0.0981525 ,  0.08463194, -0.00113997, -0.02214679,
        0.01184798, -0.03530251,  0.01478026,  0.06046028, -0.00783552,
        0.05214629,  0.11545698, -0.04562037,  0.21080775,  0.18549118,
        0.18900921,  0.36960235, -0.05840792,  0.27885275,  0.08629166,
        0.55076616,  0.1360903 ,  0.31756519,  0.43037544,  0.10738051]))","[0, 1]",0.035693070083890555,"[array([22.47397509, 11.48098451])]","('match', 'NO_MATCH_WITH_FOIL')",10.9930
